company_code1|company_code2|company_code3|company_code4|pay_type|pol_no|app_no|ins_date|eff_date|cur_code|pre_amt_all|usd_amt_all|pay_amt_all|usd_pay_amt_all|app_name|app_cst_no|id_no|cus_pro|sur_name|sur_id_no|sur_date|pay_date|cur_code2|sur_amt|usd_sur_amt|tsf_flag|acc_name|acc_no|acc_bank|receipt_no|endorse_no|pt
"99730000"|"F1008933000019"|""|""|"11"|"P997304100201800000011"|"T997304100201800000028"|"181023"|"181015"|""|"null"|"null"|"null"|"null"|"许露露"|"11200024536789000000000000"|"45367890"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304100201800000028"|"P997304100201800000011-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997304100201800000013"|"T997304100201800000035"|"181024"|"181025"|""|"null"|"null"|"null"|"null"|"许露露"|"11200038689490479000000000"|"86894904790"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304100201800000035"|"P997304100201800000013-04"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304100201800000016"|"T997304100201800000047"|"181025"|"181026"|""|"null"|"null"|"null"|"null"|"许露露"|"11200029563936950000000000"|"956393695"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304100201800000047"|"P997304100201800000016-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304100201800000024"|"T997304100201800000071"|"181029"|"181030"|""|"null"|"null"|"null"|"null"|"许露露"|"11200023896492739042000006"|"3896492739042"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304100201800000071"|"P997304100201800000024-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304100201800000026"|"T997304100201800000081"|"181031"|"181101"|""|"null"|"null"|"null"|"null"|"许露露"|"11200023894636490000000000"|"3894636490"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304100201800000081"|"P997304100201800000026-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997304100201800000039"|"T997304100201800000103"|"181113"|"181114"|""|"null"|"null"|"null"|"null"|"许露露"|"11200028395643759079050003"|"839564375907905"|"11"|""|""|""|""|""|"null"|"null"|"11"|"秦羽"|"null"|"null"|"T997304100201800000103"|"P997304100201800000039-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997304100201900000001"|"T997304100201900000003"|"190115"|"190116"|""|"null"|"null"|"null"|"null"|"许露露"|"11200058457093479057903401"|"84570934790579034"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304100201900000003"|"P997304100201900000001-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997304100201900000002"|"T997304100201900000006"|"190218"|"190219"|""|"null"|"null"|"null"|"null"|"许露露"|"11200028396598347950740391"|"839659834795074039"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304100201900000006"|"P997304100201900000002-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304101201900000008"|"T997304101201900000017"|"190520"|"190521"|""|"null"|"null"|"null"|"null"|"llxum"|"11200023948568943508300002"|"39485689435083"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304101201900000017"|"P997304101201900000008-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304102201900000007"|"T997304102201900000014"|"190527"|"190528"|""|"null"|"null"|"null"|"null"|"许露露"|"11200033849568346508345002"|"3849568346508345"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304102201900000014"|"P997304102201900000007-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304102201900000009"|"T997304102201900000018"|"190527"|"190428"|""|"null"|"null"|"null"|"null"|"许露露"|"11200025890456348074368001"|"5890456348074368"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304102201900000018"|"P997304102201900000009-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304103201900000003"|"T997304103201900000015"|"190828"|"190801"|""|"null"|"null"|"null"|"null"|"杨成松"|"11200024536273430000000000"|"453627343"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304103201900000015"|"P997304103201900000003-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304103201900000006"|"T997304103201900000023"|"190829"|"190830"|""|"null"|"null"|"null"|"null"|"杨成松"|"11200024536273430000000000"|"453627343"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304103201900000023"|"P997304103201900000006-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304103201900000008"|"T997304103201900000029"|"190829"|"190830"|""|"null"|"null"|"null"|"null"|"杨成松"|"11200024536273430000000000"|"453627343"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304103201900000029"|"P997304103201900000008-03"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304601201700000007"|"T997304601201700000020"|"171223"|"171224"|""|"null"|"null"|"null"|"null"|"noodles"|"11200022134567890000000000"|"213456789"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304601201700000020"|"P997304601201700000007-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304601201700000009"|"T997304601201700000021"|"171223"|"171224"|""|"null"|"null"|"null"|"null"|"二胖"|"11200022345670000000000000"|"234567"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304601201700000021"|"P997304601201700000009-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997304601201800000014"|"T997304601201800000032"|"180606"|"180607"|""|"null"|"null"|"null"|"null"|"太平科技"|"11200022656725610000000000"|"265672561"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304601201800000032"|"P997304601201800000014-03"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997304601201800000016"|"T997304601201800000037"|"180606"|"180607"|""|"null"|"null"|"null"|"null"|"太平科技"|"11200022656725610000000000"|"265672561"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304601201800000037"|"P997304601201800000016-05"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304601201800000015"|"T997304601201800000038"|"180606"|"180607"|""|"null"|"null"|"null"|"null"|"太平科技"|"11200022656725610000000000"|"265672561"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304601201800000038"|"P997304601201800000015-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997304601201800000019"|"T997304601201800000043"|"180608"|"180609"|""|"null"|"null"|"null"|"null"|"太平科技"|"11200022656725610000000000"|"265672561"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304601201800000043"|"P997304601201800000019-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304601201800000020"|"T997304601201800000045"|"180608"|"180609"|""|"null"|"null"|"null"|"null"|"太平科技"|"11200022656725610000000000"|"265672561"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304601201800000045"|"P997304601201800000020-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304602201700000001"|"T997304602201700000003"|"171222"|"171223"|""|"null"|"null"|"null"|"null"|"盛腾"|"11200021241231230000000000"|"124123123"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304602201700000003"|"P997304602201700000001-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997304602201800000003"|"T997304602201800000006"|"180125"|"180126"|""|"null"|"null"|"null"|"null"|"山水集团"|"21001111234567890000000000"|"1234567890"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304602201800000006"|"P997304602201800000003-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997304602201800000012"|"T997304602201800000023"|"180211"|"180212"|""|"null"|"null"|"null"|"null"|"山水集团"|"21001111234567890000000000"|"1234567890"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304602201800000023"|"P997304602201800000012-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997304602201800000024"|"T997304602201800000053"|"180808"|"180809"|""|"null"|"null"|"null"|"null"|"许露露"|"11200023893280320832320001"|"389328032083232"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304602201800000053"|"P997304602201800000024-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997304603201700000001"|"T997304603201700000004"|"171222"|"171223"|""|"null"|"null"|"null"|"null"|"软通ZH"|"11200022134512323000000000"|"2134512323"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304603201700000004"|"P997304603201700000001-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304603201700000006"|"T997304603201700000009"|"171225"|"171226"|""|"null"|"null"|"null"|"null"|"Lord Varys"|"11200028765432000000000000"|"8765432"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304603201700000009"|"P997304603201700000006-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304603201700000008"|"T997304603201700000011"|"171226"|"171227"|""|"null"|"null"|"null"|"null"|"Michelle Fairley"|"21100029876543000000000000"|"9876543"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304603201700000011"|"P997304603201700000008-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997304603201800000008"|"T997304603201800000015"|"180408"|"180409"|""|"null"|"null"|"null"|"null"|"山水集团"|"21001111234567890000000000"|"1234567890"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304603201800000015"|"P997304603201800000008-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997304603201800000011"|"T997304603201800000018"|"180502"|"180503"|""|"null"|"null"|"null"|"null"|"山水集团"|"21001111234567890000000000"|"1234567890"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304603201800000018"|"P997304603201800000011-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304606201800000012"|"T997304606201800000020"|"180517"|"180517"|""|"null"|"null"|"null"|"null"|"露西"|"21001123277894700000000000"|"32778947"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304606201800000020"|"P997304606201800000012-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304607201800000010"|"T997304607201800000022"|"181113"|"181113"|""|"null"|"null"|"null"|"null"|"会飞的猪"|"11200065234234325212312535"|"52342343252123125325"|"11"|""|""|""|""|""|"null"|"null"|"11"|"秦羽"|"null"|"null"|"T997304607201800000022"|"P997304607201800000010-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304607201800000011"|"T997304607201800000024"|"181113"|"181114"|""|"null"|"null"|"null"|"null"|"会飞的猪"|"11200065234234325212312535"|"52342343252123125325"|"11"|""|""|""|""|""|"null"|"null"|"11"|"秦羽"|"null"|"null"|"T997304607201800000024"|"P997304607201800000011-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304607201800000017"|"T997304607201800000031"|"181120"|"181120"|""|"null"|"null"|"null"|"null"|"会飞的猪"|"11200065234234325212312535"|"52342343252123125325"|"11"|""|""|""|""|""|"null"|"null"|"11"|"会飞的猪"|"null"|"null"|"T997304607201800000031"|"P997304607201800000017-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304607201800000018"|"T997304607201800000033"|"181120"|"181121"|""|"null"|"null"|"null"|"null"|"会飞的猪"|"11200065234234325212312535"|"52342343252123125325"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304607201800000033"|"P997304607201800000018-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997304607201800000024"|"T997304607201800000057"|"181121"|"181122"|""|"null"|"null"|"null"|"null"|"会飞的猪"|"11200065234234325212312535"|"52342343252123125325"|"11"|""|""|""|""|""|"null"|"null"|"11"|"秦羽"|"null"|"null"|"T997304607201800000057"|"P997304607201800000024-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997304607201800000025"|"T997304607201800000061"|"181121"|"181122"|""|"null"|"null"|"null"|"null"|"会飞的猪"|"11200065234234325212312535"|"52342343252123125325"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304607201800000061"|"P997304607201800000025-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304801201800000003"|"T997304801201800000006"|"180202"|"180203"|""|"null"|"null"|"null"|"null"|"steak"|"21001122345678000000000000"|"2345678"|"12"|""|""|""|""|""|"null"|"null"|"11"|"猴菇猴菇饼干有限公司"|"19399901040059856"|"null"|"T997304801201800000006"|"P997304801201800000003-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304802201700000003"|"T997304802201700000010"|"171225"|"171226"|""|"null"|"null"|"null"|"null"|"Catelyn"|"21001119876543200000000000"|"98765432"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304802201700000010"|"P997304802201700000003-03"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997304802201800000001"|"T997304802201800000003"|"180108"|"180109"|""|"null"|"null"|"null"|"null"|"山水集团"|"21001111234567890000000000"|"1234567890"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304802201800000003"|"P997304802201800000001-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997304802201800000007"|"T997304802201800000017"|"180808"|"180809"|""|"null"|"null"|"null"|"null"|"许露露"|"11200028493560370957033404"|"84935603709570334"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304802201800000017"|"P997304802201800000007-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304803201700000003"|"T997304803201700000005"|"171222"|"171223"|""|"null"|"null"|"null"|"null"|"腾讯最牛科技有限公司"|"21100091111111000000000000"|"1111111"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304803201700000005"|"P997304803201700000003-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997304803201700000009"|"T997304803201700000014"|"171226"|"171227"|""|"null"|"null"|"null"|"null"|"Sansa Stark"|"21100028976543000000000000"|"8976543"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304803201700000014"|"P997304803201700000009-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997304804201700000005"|"T997304804201800000002"|"171226"|"171227"|""|"null"|"null"|"null"|"null"|"pomegranate"|"21001112345670000000000000"|"234567"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304804201800000002"|"P997304804201700000005-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997304804201800000009"|"T997304804201800000020"|"180606"|"180607"|""|"null"|"null"|"null"|"null"|"山水集团"|"21001111234567890000000000"|"1234567890"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304804201800000020"|"P997304804201800000009-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997304804201800000010"|"T997304804201800000023"|"180606"|"180607"|""|"null"|"null"|"null"|"null"|"山水集团"|"21001111234567890000000000"|"1234567890"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304804201800000023"|"P997304804201800000010-03"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304902201900000008"|"T997304902201900000018"|"190626"|"190627"|""|"null"|"null"|"null"|"null"|"许露露"|"11200028956345790437509006"|"8956345790437509"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304902201900000018"|"P997304902201900000008-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997304902201900000009"|"T997304902201900000020"|"190626"|"190528"|""|"null"|"null"|"null"|"null"|"许露露"|"11200028496385790437535005"|"8496385790437535"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997304902201900000020"|"P997304902201900000009-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305091201900000003"|"T997305091201900000015"|"190416"|"190416"|""|"null"|"null"|"null"|"null"|"许露露"|"11200023847590970503400007"|"38475909705034"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305091201900000015"|"P997305091201900000003-03"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305091201900000008"|"T997305091201900000017"|"190416"|"190417"|""|"null"|"null"|"null"|"null"|"许露露"|"11200023847590970503400007"|"38475909705034"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305091201900000017"|"P997305091201900000008-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305091201900000012"|"T997305091201900000025"|"190416"|"190417"|""|"null"|"null"|"null"|"null"|"许露露"|"11200023847590970503400007"|"38475909705034"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305091201900000025"|"P997305091201900000012-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305091201900000017"|"T997305091201900000032"|"190423"|"190424"|""|"null"|"null"|"null"|"null"|"许露露"|"11200023847590970503400007"|"38475909705034"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305091201900000032"|"P997305091201900000017-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305092201800000002"|"T997305092201800000006"|"180511"|"180510"|""|"null"|"null"|"null"|"null"|"被保险人"|"11200021230000000000000000"|"123"|"11"|""|""|""|""|""|"null"|"null"|"11"|"kehuming"|"19399901040059856"|"null"|"T997305092201800000006"|"P997305092201800000002-03"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305092201900000011"|"T997305092201900000019"|"190514"|"190515"|""|"null"|"null"|"null"|"null"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305092201900000019"|"P997305092201900000011-03"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305092201900000012"|"T997305092201900000021"|"190514"|"190515"|""|"null"|"null"|"null"|"null"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305092201900000021"|"P997305092201900000012-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305092201900000013"|"T997305092201900000025"|"190515"|"190514"|""|"null"|"null"|"null"|"null"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305092201900000025"|"P997305092201900000013-03"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305092201900000001"|"T997305092201900000027"|"190312"|"190313"|""|"null"|"null"|"null"|"null"|"个人专用"|"11200024151452625000000000"|"4151452625"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305092201900000027"|"P997305092201900000001-04"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305092201900000002"|"T997305092201900000029"|"190313"|"190314"|""|"null"|"null"|"null"|"null"|"个人专用"|"11200024151452625000000000"|"4151452625"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305092201900000029"|"P997305092201900000002-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997305093201800000003"|"T997305093201800000021"|"180306"|"180307"|""|"null"|"null"|"null"|"null"|"暗示的风格"|"11200041230000000000000000"|"123"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305093201800000021"|"P997305093201800000003-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305094201900000002"|"T997305094201900000006"|"190428"|"190429"|""|"null"|"null"|"null"|"null"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|""|""|""|""|""|"null"|"null"|"11"|"魏无羡"|"null"|"null"|"T997305094201900000006"|"P997305094201900000002-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997305094201900000005"|"T997305094201900000019"|"190428"|"190429"|""|"null"|"null"|"null"|"null"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|""|""|""|""|""|"null"|"null"|"11"|"魏无羡"|"null"|"null"|"T997305094201900000019"|"P997305094201900000005-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305094201900000009"|"T997305094201900000025"|"190428"|"190330"|""|"null"|"null"|"null"|"null"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305094201900000025"|"P997305094201900000009-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305094201900000010"|"T997305094201900000027"|"190429"|"190429"|""|"null"|"null"|"null"|"null"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|""|""|""|""|""|"null"|"null"|"11"|"魏无羡"|"null"|"null"|"T997305094201900000027"|"P997305094201900000010-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305094201900000011"|"T997305094201900000029"|"190429"|"190331"|""|"null"|"null"|"null"|"null"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305094201900000029"|"P997305094201900000011-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305096201800000008"|"T997305096201800000018"|"180726"|"180727"|""|"null"|"null"|"null"|"null"|"桃花仙人"|"21001116134123422343250005"|"613412342234325"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305096201800000018"|"P997305096201800000008-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305096201800000009"|"T997305096201800000020"|"180726"|"180725"|""|"null"|"null"|"null"|"null"|"桃花仙人"|"21001116134123422343250005"|"613412342234325"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305096201800000020"|"P997305096201800000009-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305096201800000012"|"T997305096201800000024"|"180726"|"180727"|""|"null"|"null"|"null"|"null"|"桃花仙人"|"21001116134123422343250005"|"613412342234325"|"12"|""|""|""|""|""|"null"|"null"|"11"|"桃花仙人"|"19399901040059741"|"null"|"T997305096201800000024"|"P997305096201800000012-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305097201900000004"|"T997305097201900000016"|"190416"|"190417"|""|"null"|"null"|"null"|"null"|"再不斩"|"21001121231231000000000000"|"1231231"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305097201900000016"|"P997305097201900000004-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305097201900000005"|"T997305097201900000018"|"190416"|"190416"|""|"null"|"null"|"null"|"null"|"再不斩"|"21001121231231000000000000"|"1231231"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305097201900000018"|"P997305097201900000005-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305097201900000014"|"T997305097201900000045"|"190417"|"190417"|""|"null"|"null"|"null"|"null"|"再不斩"|"21001121231231000000000000"|"1231231"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305097201900000045"|"P997305097201900000014-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305097201900000015"|"T997305097201900000047"|"190417"|"190417"|""|"null"|"null"|"null"|"null"|"再不斩"|"21001121231231000000000000"|"1231231"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305097201900000047"|"P997305097201900000015-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305098201800000028"|"T997305098201800000057"|"180524"|"180524"|""|"null"|"null"|"null"|"null"|"王四小"|"21001121231242143120000002"|"123124214312"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305098201800000057"|"P997305098201800000028-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305098201900000001"|"T997305098201900000003"|"190312"|"190313"|""|"null"|"null"|"null"|"null"|"个人专用"|"11200024151452625000000000"|"4151452625"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305098201900000003"|"P997305098201900000001-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997305099201900000004"|"T997305099201900000006"|"190416"|"190417"|""|"null"|"null"|"null"|"null"|"玉藻前葫芦兄弟黑科技股份有限公司"|"21001128000000008000000000"|"8000000008"|"12"|""|""|""|""|""|"null"|"null"|"11"|"玉藻前葫芦兄弟黑科技股份有限公司"|"null"|"null"|"T997305099201900000006"|"P997305099201900000004-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305099201900000009"|"T997305099201900000019"|"190416"|"190416"|""|"null"|"null"|"null"|"null"|"玉藻前葫芦兄弟黑科技股份有限公司"|"21001128000000008000000000"|"8000000008"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305099201900000019"|"P997305099201900000009-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305099201900000010"|"T997305099201900000021"|"190416"|"190417"|""|"null"|"null"|"null"|"null"|"玉藻前葫芦兄弟黑科技股份有限公司"|"21001128000000008000000000"|"8000000008"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305099201900000021"|"P997305099201900000010-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305099201900000012"|"T997305099201900000025"|"190416"|"190417"|""|"null"|"null"|"null"|"null"|"玉藻前葫芦兄弟黑科技股份有限公司"|"21001128000000008000000000"|"8000000008"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305099201900000025"|"P997305099201900000012-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305099201900000013"|"T997305099201900000027"|"190416"|"190416"|""|"null"|"null"|"null"|"null"|"玉藻前葫芦兄弟黑科技股份有限公司"|"21001128000000008000000000"|"8000000008"|"12"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305099201900000027"|"P997305099201900000013-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"11"|"P997305101201900000004"|"T997305101201900000008"|"190416"|"190417"|""|"null"|"null"|"null"|"null"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305101201900000008"|"P997305101201900000004-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"12"|"P997305101201900000003"|"T997305101201900000010"|"190416"|"190417"|""|"null"|"null"|"null"|"null"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|""|""|""|""|""|"null"|"null"|"10"|"null"|"null"|"null"|"T997305101201900000010"|"P997305101201900000003-02"|"20191013000000"
